,X Feature Name,Y Feature Name,r value,p value
320,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum,AV AGET,0.02838772293885451,0.7258628285455341
321,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum,WM AGET,0.028381861409656,0.7259171733795612
322,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum,Vrbl Lrng AGET,-0.007226590332572859,0.9288886233001145
323,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum,Vis Lrng AGET,0.0320825573232343,0.6918885341865738
324,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__,TMT,0.06386992492186784,0.4297940537029924
325,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__,BACS SC,-0.01651022782001904,0.8384310783860133
326,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__,HVLT-R,-0.1000092897930429,0.21566651660225328
327,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__,WMS-III SS,0.026674361635528117,0.7418053015261912
328,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__,BVMT-R,-0.037629903533983836,0.6420310024147119
329,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__,Fluency,-0.03715099176364551,0.6462767898586661
330,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__,CPT-IP,0.026159167776706075,0.7466209676870691
331,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__,SoP AGET,-0.04397100262482286,0.586946551975797
332,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__,AV AGET,0.047019926788205046,0.561256411922594
333,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__,WM AGET,0.04210692716018243,0.6029141362651267
334,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__,Vrbl Lrng AGET,-0.09610743512999548,0.23420428394409193
335,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__,Vis Lrng AGET,-0.02762280170907778,0.7329662067712693
336,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium,TMT,-0.132416447060384,0.10049309067027498
337,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium,BACS SC,0.09144489578131426,0.25778706907823173
338,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium,HVLT-R,0.1524403329531893,0.058279894080608366
339,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium,WMS-III SS,0.07354354076477937,0.3631229334227597
340,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium,BVMT-R,0.16068882936176554,0.045785547741803156
341,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium,Fluency,0.13188026597063213,0.10189018483482129
342,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium,CPT-IP,0.20291258520953803,0.011335202621212431
343,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium,SoP AGET,0.14000810558469512,0.08229083380190916
344,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium,AV AGET,0.18816971229027588,0.019041574370406968
345,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium,WM AGET,0.06513955114715882,0.4206627184135814
346,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium,Vrbl Lrng AGET,0.13910743497125513,0.08430099270781159
347,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium,Vis Lrng AGET,0.16903700191147883,0.035499546773150974
